OUTBOUND_YEAR,OUTBOUND_WEEK,PLANT_NAME,MODE_OF_TRANSPORT,CUSTOMER_NUMBER,MATERIAL_NAME,POLYMER_TYPE,SHELF_LIFE_IN_MONTH,IS_HOLIDAY,NET_QUANTITY_MT
2024,1,CHINA-WAREHOUSE,Truck,CST-00016,MAT-0112,P-001,6,1,49.51
2024,1,CHINA-WAREHOUSE,Truck,CST-00016,MAT-0428,P-001,2,0,24.75
2024,1,CHINA-WAREHOUSE,Truck,CST-00017,MAT-0318,P-001,2,0,49.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00017,MAT-0318,P-001,2,1,24.75
2024,1,CHINA-WAREHOUSE,Truck,CST-00018,MAT-0316,P-001,4,1,49.51
2024,1,CHINA-WAREHOUSE,Truck,CST-00019,MAT-0266,P-001,8,1,9.63
2024,1,CHINA-WAREHOUSE,Truck,CST-00020,MAT-0317,P-001,2,1,13.75
2024,1,CHINA-WAREHOUSE,Truck,CST-00021,MAT-0145,P-002,6,1,9.0
2024,1,CHINA-WAREHOUSE,Truck,CST-00021,MAT-0314,P-002,4,1,3.0
2024,1,CHINA-WAREHOUSE,Truck,CST-00022,MAT-0142,P-002,6,1,15.0
2024,1,CHINA-WAREHOUSE,Truck,CST-00023,MAT-0007,P-001,2,1,24.759999999999998
2024,1,CHINA-WAREHOUSE,Truck,CST-00024,MAT-0055,P-001,2,1,12.38
2024,1,CHINA-WAREHOUSE,Truck,CST-00025,MAT-0035,P-002,6,0,4.13
2024,1,CHINA-WAREHOUSE,Truck,CST-00025,MAT-0046,P-001,5,0,0.15
2024,1,CHINA-WAREHOUSE,Truck,CST-00025,MAT-0049,P-001,5,0,0.05
2024,1,CHINA-WAREHOUSE,Truck,CST-00025,MAT-0055,P-001,2,0,0.2
2024,1,CHINA-WAREHOUSE,Truck,CST-00025,MAT-0056,P-001,3,1,0.1
2024,1,CHINA-WAREHOUSE,Truck,CST-00025,MAT-0142,P-002,6,0,0.03
2024,1,CHINA-WAREHOUSE,Truck,CST-00025,MAT-0143,P-002,3,0,0.08
2024,1,CHINA-WAREHOUSE,Truck,CST-00025,MAT-0145,P-002,6,0,0.23
2024,1,CHINA-WAREHOUSE,Truck,CST-00025,MAT-0197,P-002,9,0,0.13
2024,1,CHINA-WAREHOUSE,Truck,CST-00025,MAT-0314,P-002,4,1,0.25
2024,1,CHINA-WAREHOUSE,Truck,CST-00025,MAT-0316,P-001,4,0,0.05
2024,1,CHINA-WAREHOUSE,Truck,CST-00025,MAT-0339,P-002,7,1,0.35
2024,1,CHINA-WAREHOUSE,Truck,CST-00025,MAT-0375,P-002,5,0,0.1
2024,1,CHINA-WAREHOUSE,Truck,CST-00025,MAT-0380,P-001,8,0,0.1
2024,1,CHINA-WAREHOUSE,Truck,CST-00026,MAT-0195,P-001,7,1,0.11
2024,1,CHINA-WAREHOUSE,Truck,CST-00026,MAT-0229,P-001,5,1,0.1
2024,1,CHINA-WAREHOUSE,Truck,CST-00027,MAT-0143,P-002,3,1,0.05
2024,1,CHINA-WAREHOUSE,Truck,CST-00028,MAT-0389,P-002,5,1,3.01
2024,1,CHINA-WAREHOUSE,Truck,CST-00029,MAT-0206,P-002,4,1,22.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00030,MAT-0206,P-002,4,1,45.0
2024,1,CHINA-WAREHOUSE,Truck,CST-00030,MAT-0314,P-002,4,0,10.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00031,MAT-0013,P-002,3,0,3.0
2024,1,CHINA-WAREHOUSE,Truck,CST-00031,MAT-0013,P-002,3,1,3.0
2024,1,CHINA-WAREHOUSE,Truck,CST-00032,MAT-0056,P-001,3,1,0.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00033,MAT-0390,P-001,7,1,5.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00034,MAT-0206,P-002,4,1,45.01
2024,1,CHINA-WAREHOUSE,Truck,CST-00035,MAT-0015,P-001,8,1,24.75
2024,1,CHINA-WAREHOUSE,Truck,CST-00035,MAT-0321,P-001,3,0,24.75
2024,1,CHINA-WAREHOUSE,Truck,CST-00035,MAT-0382,P-001,6,0,24.75
2024,1,CHINA-WAREHOUSE,Truck,CST-00036,MAT-0389,P-002,5,0,25.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00037,MAT-0001,P-002,3,0,25.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00037,MAT-0082,P-002,3,0,22.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00037,MAT-0143,P-002,3,0,24.0
2024,1,CHINA-WAREHOUSE,Truck,CST-00037,MAT-0144,P-002,5,0,51.0
2024,1,CHINA-WAREHOUSE,Truck,CST-00037,MAT-0145,P-002,6,0,25.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00037,MAT-0314,P-002,4,0,27.0
2024,1,CHINA-WAREHOUSE,Truck,CST-00038,MAT-0001,P-002,3,0,9.25
2024,1,CHINA-WAREHOUSE,Truck,CST-00038,MAT-0144,P-002,5,0,15.0
2024,1,CHINA-WAREHOUSE,Truck,CST-00038,MAT-0145,P-002,6,0,52.51
2024,1,CHINA-WAREHOUSE,Truck,CST-00038,MAT-0270,P-002,5,0,33.25
2024,1,CHINA-WAREHOUSE,Truck,CST-00038,MAT-0314,P-002,4,0,9.0
2024,1,CHINA-WAREHOUSE,Truck,CST-00038,MAT-0328,P-002,6,0,40.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00039,MAT-0145,P-002,6,0,25.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00039,MAT-0176,P-002,6,0,25.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00039,MAT-0270,P-002,5,0,25.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00039,MAT-0328,P-002,6,0,25.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00040,MAT-0145,P-002,6,0,25.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00041,MAT-0145,P-002,6,0,25.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00042,MAT-0143,P-002,3,0,25.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00042,MAT-0144,P-002,5,0,51.0
2024,1,CHINA-WAREHOUSE,Truck,CST-00043,MAT-0001,P-002,3,0,25.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00043,MAT-0145,P-002,6,0,51.0
2024,1,CHINA-WAREHOUSE,Truck,CST-00044,MAT-0145,P-002,6,0,25.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00045,MAT-0145,P-002,6,0,51.0
2024,1,CHINA-WAREHOUSE,Truck,CST-00046,MAT-0415,P-001,8,0,74.25
2024,1,CHINA-WAREHOUSE,Truck,CST-00047,MAT-0264,P-001,7,0,74.25
2024,1,CHINA-WAREHOUSE,Truck,CST-00048,MAT-0415,P-001,8,0,24.75
2024,1,CHINA-WAREHOUSE,Truck,CST-00049,MAT-0146,P-001,5,0,74.25
2024,1,CHINA-WAREHOUSE,Truck,CST-00049,MAT-0156,P-001,8,0,74.25
2024,1,CHINA-WAREHOUSE,Truck,CST-00049,MAT-0382,P-001,6,0,16.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00049,MAT-0415,P-001,8,0,74.25
2024,1,CHINA-WAREHOUSE,Truck,CST-00050,MAT-0084,P-001,3,0,42.629999999999995
2024,1,CHINA-WAREHOUSE,Truck,CST-00050,MAT-0146,P-001,5,0,24.75
2024,1,CHINA-WAREHOUSE,Truck,CST-00050,MAT-0321,P-001,3,0,24.75
2024,1,CHINA-WAREHOUSE,Truck,CST-00050,MAT-0382,P-001,6,0,24.75
2024,1,CHINA-WAREHOUSE,Truck,CST-00051,MAT-0319,P-001,8,0,24.75
2024,1,CHINA-WAREHOUSE,Truck,CST-00052,MAT-0319,P-001,8,0,99.02
2024,1,CHINA-WAREHOUSE,Truck,CST-00052,MAT-0382,P-001,6,0,74.25999999999999
2024,1,CHINA-WAREHOUSE,Truck,CST-00053,MAT-0082,P-002,3,0,45.0
2024,1,CHINA-WAREHOUSE,Truck,CST-00054,MAT-0145,P-002,6,0,15.0
2024,1,CHINA-WAREHOUSE,Truck,CST-00055,MAT-0314,P-002,4,0,1.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00056,MAT-0156,P-001,8,0,24.689999999999998
2024,1,CHINA-WAREHOUSE,Truck,CST-00057,MAT-0064,P-002,9,0,23.0
2024,1,CHINA-WAREHOUSE,Truck,CST-00058,MAT-0084,P-001,3,0,24.75
2024,1,CHINA-WAREHOUSE,Truck,CST-00058,MAT-0319,P-001,8,0,16.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00059,MAT-0378,P-001,8,0,24.75
2024,1,CHINA-WAREHOUSE,Truck,CST-00060,MAT-0386,P-001,2,0,2.7600000000000002
2024,1,CHINA-WAREHOUSE,Truck,CST-00061,MAT-0328,P-002,6,0,9.0
2024,1,CHINA-WAREHOUSE,Truck,CST-00062,MAT-0005,P-002,5,0,0.03
2024,1,CHINA-WAREHOUSE,Truck,CST-00063,MAT-0145,P-002,6,0,25.509999999999998
2024,1,CHINA-WAREHOUSE,Truck,CST-00064,MAT-0142,P-002,6,0,18.0
2024,1,CHINA-WAREHOUSE,Truck,CST-00065,MAT-0013,P-002,3,0,10.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00065,MAT-0328,P-002,6,0,15.0
2024,1,CHINA-WAREHOUSE,Truck,CST-00066,MAT-0111,P-001,2,0,24.75
2024,1,CHINA-WAREHOUSE,Truck,CST-00067,MAT-0145,P-002,6,0,25.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00068,MAT-0314,P-002,4,0,25.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00069,MAT-0270,P-002,5,0,25.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00070,MAT-0319,P-001,8,0,24.75
2024,1,CHINA-WAREHOUSE,Truck,CST-00071,MAT-0015,P-001,8,0,24.75
2024,1,CHINA-WAREHOUSE,Truck,CST-00072,MAT-0112,P-001,6,0,97.73
2024,1,CHINA-WAREHOUSE,Truck,CST-00073,MAT-0229,P-001,5,0,24.75
2024,1,CHINA-WAREHOUSE,Truck,CST-00074,MAT-0097,P-001,7,0,24.75
2024,1,CHINA-WAREHOUSE,Truck,CST-00074,MAT-0137,P-001,8,0,24.75
2024,1,CHINA-WAREHOUSE,Truck,CST-00074,MAT-0146,P-001,5,0,24.75
2024,1,CHINA-WAREHOUSE,Truck,CST-00074,MAT-0319,P-001,8,0,49.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00074,MAT-0321,P-001,3,0,49.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00075,MAT-0013,P-002,3,0,3.0
2024,1,CHINA-WAREHOUSE,Truck,CST-00076,MAT-0046,P-001,5,0,0.05
2024,1,CHINA-WAREHOUSE,Truck,CST-00077,MAT-0317,P-001,2,0,0.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00078,MAT-0340,P-001,3,0,0.21000000000000002
2024,1,CHINA-WAREHOUSE,Truck,CST-00079,MAT-0112,P-001,6,0,0.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00079,MAT-0145,P-002,6,0,1.51
2024,1,CHINA-WAREHOUSE,Truck,CST-00080,MAT-0234,P-001,5,0,1.38
2024,1,CHINA-WAREHOUSE,Truck,CST-00080,MAT-0333,P-002,6,0,0.1
2024,1,CHINA-WAREHOUSE,Truck,CST-00080,MAT-0369,P-002,5,1,0.03
2024,1,CHINA-WAREHOUSE,Truck,CST-00081,MAT-0390,P-001,7,0,12.38
2024,1,CHINA-WAREHOUSE,Truck,CST-00082,MAT-0314,P-002,4,0,4.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00083,MAT-0145,P-002,6,0,18.0
2024,1,CHINA-WAREHOUSE,Truck,CST-00084,MAT-0047,P-002,3,0,5.0
2024,1,CHINA-WAREHOUSE,Truck,CST-00084,MAT-0082,P-002,3,0,22.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00085,MAT-0270,P-002,5,0,15.02
2024,1,CHINA-WAREHOUSE,Truck,CST-00085,MAT-0328,P-002,6,0,15.0
2024,1,CHINA-WAREHOUSE,Truck,CST-00086,MAT-0111,P-001,2,0,24.75
2024,1,CHINA-WAREHOUSE,Truck,CST-00086,MAT-0146,P-001,5,0,74.25
2024,1,CHINA-WAREHOUSE,Truck,CST-00086,MAT-0321,P-001,3,0,24.75
2024,1,CHINA-WAREHOUSE,Truck,CST-00086,MAT-0382,P-001,6,0,24.75
2024,1,CHINA-WAREHOUSE,Truck,CST-00087,MAT-0001,P-002,3,0,51.01
2024,1,CHINA-WAREHOUSE,Truck,CST-00088,MAT-0176,P-002,6,0,51.0
2024,1,CHINA-WAREHOUSE,Truck,CST-00089,MAT-0145,P-002,6,0,25.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00090,MAT-0001,P-002,3,0,25.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00090,MAT-0144,P-002,5,0,76.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00091,MAT-0013,P-002,3,0,25.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00092,MAT-0382,P-001,6,0,24.75
2024,1,CHINA-WAREHOUSE,Truck,CST-00093,MAT-0084,P-001,3,0,24.75
2024,1,CHINA-WAREHOUSE,Truck,CST-00093,MAT-0316,P-001,4,0,16.51
2024,1,CHINA-WAREHOUSE,Truck,CST-00093,MAT-0319,P-001,8,0,44.0
2024,1,CHINA-WAREHOUSE,Truck,CST-00093,MAT-0379,P-001,8,0,13.75
2024,1,CHINA-WAREHOUSE,Truck,CST-00094,MAT-0232,P-001,8,1,49.51
2024,1,CHINA-WAREHOUSE,Truck,CST-00094,MAT-0321,P-001,3,0,24.76
2024,1,CHINA-WAREHOUSE,Truck,CST-00095,MAT-0201,P-002,4,0,10.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00095,MAT-0328,P-002,6,0,15.0
2024,1,CHINA-WAREHOUSE,Truck,CST-00096,MAT-0103,P-001,5,0,1.38
2024,1,CHINA-WAREHOUSE,Truck,CST-00096,MAT-0413,P-001,7,0,0.05
2024,1,CHINA-WAREHOUSE,Truck,CST-00097,MAT-0035,P-002,6,0,2.75
2024,1,CHINA-WAREHOUSE,Truck,CST-00097,MAT-0035,P-002,6,1,49.51
2024,1,CHINA-WAREHOUSE,Truck,CST-00098,MAT-0001,P-002,3,0,3.01
2024,1,CHINA-WAREHOUSE,Truck,CST-00099,MAT-0328,P-002,6,0,3.01
2024,1,CHINA-WAREHOUSE,Truck,CST-00100,MAT-0015,P-001,8,0,13.75
2024,1,CHINA-WAREHOUSE,Truck,CST-00101,MAT-0013,P-002,3,0,1.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00101,MAT-0142,P-002,6,0,9.0
2024,1,CHINA-WAREHOUSE,Truck,CST-00102,MAT-0144,P-002,5,0,1.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00102,MAT-0270,P-002,5,0,18.0
2024,1,CHINA-WAREHOUSE,Truck,CST-00102,MAT-0328,P-002,6,0,6.0
2024,1,CHINA-WAREHOUSE,Truck,CST-00103,MAT-0314,P-002,4,0,18.0
2024,1,CHINA-WAREHOUSE,Truck,CST-00104,MAT-0196,P-002,4,0,22.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00105,MAT-0001,P-002,3,0,25.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00105,MAT-0145,P-002,6,0,40.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00106,MAT-0389,P-002,5,0,51.0
2024,1,CHINA-WAREHOUSE,Truck,CST-00107,MAT-0142,P-002,6,0,25.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00108,MAT-0328,P-002,6,0,25.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00109,MAT-0314,P-002,4,0,25.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00110,MAT-0145,P-002,6,0,25.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00111,MAT-0145,P-002,6,0,25.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00112,MAT-0396,P-001,2,0,24.75
2024,1,CHINA-WAREHOUSE,Truck,CST-00113,MAT-0229,P-001,5,0,24.75
2024,1,CHINA-WAREHOUSE,Truck,CST-00114,MAT-0319,P-001,8,0,24.75
2024,1,CHINA-WAREHOUSE,Truck,CST-00115,MAT-0015,P-001,8,0,24.75
2024,1,CHINA-WAREHOUSE,Truck,CST-00116,MAT-0013,P-002,3,0,27.0
2024,1,CHINA-WAREHOUSE,Truck,CST-00117,MAT-0143,P-002,3,0,3.0
2024,1,CHINA-WAREHOUSE,Truck,CST-00118,MAT-0013,P-002,3,0,0.45
2024,1,CHINA-WAREHOUSE,Truck,CST-00118,MAT-0206,P-002,4,0,0.15
2024,1,CHINA-WAREHOUSE,Truck,CST-00119,MAT-0259,P-001,7,0,10.0
2024,1,CHINA-WAREHOUSE,Truck,CST-00120,MAT-0151,P-001,6,1,24.75
2024,1,CHINA-WAREHOUSE,Truck,CST-00120,MAT-0386,P-001,2,0,24.759999999999998
2024,1,CHINA-WAREHOUSE,Truck,CST-00120,MAT-0428,P-001,2,0,24.75
2024,1,CHINA-WAREHOUSE,Truck,CST-00120,MAT-0428,P-001,2,1,49.51
2024,1,CHINA-WAREHOUSE,Truck,CST-00121,MAT-0389,P-002,5,0,10.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00122,MAT-0143,P-002,3,0,9.0
2024,1,CHINA-WAREHOUSE,Truck,CST-00122,MAT-0201,P-002,4,0,16.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00123,MAT-0145,P-002,6,0,21.0
2024,1,CHINA-WAREHOUSE,Truck,CST-00123,MAT-0314,P-002,4,0,4.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00124,MAT-0326,P-001,8,0,24.75
2024,1,CHINA-WAREHOUSE,Truck,CST-00125,MAT-0007,P-001,2,0,12.379999999999999
2024,1,CHINA-WAREHOUSE,Truck,CST-00125,MAT-0379,P-001,8,0,12.38
2024,1,CHINA-WAREHOUSE,Truck,CST-00125,MAT-0413,P-001,7,0,12.379999999999999
2024,1,CHINA-WAREHOUSE,Truck,CST-00131,MAT-0327,P-001,8,1,24.75
2024,1,CHINA-WAREHOUSE,Truck,CST-00178,MAT-0001,P-002,3,1,25.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00259,MAT-0015,P-001,8,1,24.75
2024,1,CHINA-WAREHOUSE,Truck,CST-00259,MAT-0356,P-001,7,1,11.0
2024,1,CHINA-WAREHOUSE,Truck,CST-00355,MAT-0374,P-001,3,0,24.75
2024,1,CHINA-WAREHOUSE,Truck,CST-00362,MAT-0099,P-001,6,1,27.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00363,MAT-0237,P-001,8,1,24.75
2024,1,CHINA-WAREHOUSE,Truck,CST-00435,MAT-0389,P-002,5,1,0.03
2024,1,CHINA-WAREHOUSE,Truck,CST-00446,MAT-0114,P-002,7,1,3.0
2024,1,CHINA-WAREHOUSE,Truck,CST-00487,MAT-0118,P-001,2,0,24.75
2024,1,CHINA-WAREHOUSE,Truck,CST-00522,MAT-0428,P-001,2,0,24.75
2024,1,CHINA-WAREHOUSE,Truck,CST-00658,MAT-0402,P-001,4,0,24.75
2024,1,CHINA-WAREHOUSE,Truck,CST-00676,MAT-0144,P-002,5,0,25.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00684,MAT-0428,P-001,2,0,24.75
2024,1,CHINA-WAREHOUSE,Truck,CST-00747,MAT-0001,P-002,3,0,25.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00747,MAT-0233,P-002,12,1,34.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00747,MAT-0314,P-002,4,0,43.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00782,MAT-0319,P-001,8,0,24.75
2024,1,CHINA-WAREHOUSE,Truck,CST-00872,MAT-0001,P-002,3,0,25.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00900,MAT-0313,P-002,4,0,1.5
2024,1,CHINA-WAREHOUSE,Truck,CST-00922,MAT-0314,P-002,4,0,0.05
2024,1,CHINA-WAREHOUSE,Truck,CST-00969,MAT-0265,P-001,8,0,9.63
2024,1,CHINA-WAREHOUSE,Truck,CST-00969,MAT-0341,P-001,8,0,15.13
2024,1,SINGAPORE-WAREHOUSE,Marine,CST-00002,MAT-0426,P-002,5,1,25.5
2024,1,SINGAPORE-WAREHOUSE,Marine,CST-01003,MAT-0210,P-001,3,1,11.0
2024,1,SINGAPORE-WAREHOUSE,Marine,CST-01003,MAT-0303,P-001,5,1,10.0
2024,1,SINGAPORE-WAREHOUSE,Marine,CST-01005,MAT-0421,P-001,8,1,49.5
2024,1,SINGAPORE-WAREHOUSE,Marine,CST-01006,MAT-0338,P-002,6,1,1.0
2024,1,SINGAPORE-WAREHOUSE,Marine,CST-01007,MAT-0395,P-001,7,1,23.375
2024,1,SINGAPORE-WAREHOUSE,Marine,CST-01007,MAT-0413,P-001,7,1,0.5
2024,1,SINGAPORE-WAREHOUSE,Marine,CST-01008,MAT-0210,P-001,3,0,11.0
2024,1,SINGAPORE-WAREHOUSE,Marine,CST-01008,MAT-0210,P-001,3,1,5.5
2024,1,SINGAPORE-WAREHOUSE,Marine,CST-01008,MAT-0301,P-001,8,0,11.0
2024,1,SINGAPORE-WAREHOUSE,Marine,CST-01009,MAT-0303,P-001,5,1,10.0
2024,1,SINGAPORE-WAREHOUSE,Marine,CST-01009,MAT-0344,P-001,4,1,11.0
2024,1,SINGAPORE-WAREHOUSE,Marine,CST-01010,MAT-0303,P-001,5,1,6.25
2024,1,SINGAPORE-WAREHOUSE,Marine,CST-01010,MAT-0344,P-001,4,1,4.125
2024,1,SINGAPORE-WAREHOUSE,Marine,CST-01011,MAT-0065,P-001,4,1,49.5
2024,1,SINGAPORE-WAREHOUSE,Marine,CST-01012,MAT-0109,P-001,8,1,49.5
2024,1,SINGAPORE-WAREHOUSE,Marine,CST-01015,MAT-0340,P-001,3,0,24.75
2024,1,SINGAPORE-WAREHOUSE,Marine,CST-01016,MAT-0114,P-002,7,0,25.5
2024,1,SINGAPORE-WAREHOUSE,Marine,CST-01017,MAT-0072,P-001,6,0,19.25
2024,1,SINGAPORE-WAREHOUSE,Marine,CST-01017,MAT-0122,P-001,2,0,1.25
2024,1,SINGAPORE-WAREHOUSE,Marine,CST-01017,MAT-0182,P-001,2,0,1.25
2024,1,SINGAPORE-WAREHOUSE,Marine,CST-01017,MAT-0301,P-001,8,0,2.75
2024,1,SINGAPORE-WAREHOUSE,Marine,CST-01017,MAT-0303,P-001,5,0,67.5
2024,1,SINGAPORE-WAREHOUSE,Marine,CST-01017,MAT-0344,P-001,4,0,8.25
2024,1,SINGAPORE-WAREHOUSE,Marine,CST-01017,MAT-0365,P-001,5,0,1.25
2024,1,SINGAPORE-WAREHOUSE,Marine,CST-01018,MAT-0302,P-001,4,0,24.725
2024,1,SINGAPORE-WAREHOUSE,Marine,CST-01018,MAT-0335,P-001,8,0,24.75
2024,1,SINGAPORE-WAREHOUSE,Marine,CST-01022,MAT-0340,P-001,3,0,49.5
2024,1,SINGAPORE-WAREHOUSE,Marine,CST-01023,MAT-0395,P-001,7,0,24.75
2024,1,SINGAPORE-WAREHOUSE,Marine,CST-01024,MAT-0056,P-001,3,0,24.75
2024,1,SINGAPORE-WAREHOUSE,Marine,CST-01025,MAT-0056,P-001,3,0,49.5
2024,1,SINGAPORE-WAREHOUSE,Marine,CST-01025,MAT-0099,P-001,6,1,3.95
2024,1,SINGAPORE-WAREHOUSE,Marine,CST-01025,MAT-0320,P-001,4,1,2.55
2024,1,SINGAPORE-WAREHOUSE,Marine,CST-01026,MAT-0228,P-001,7,0,24.75
